text	subject_id
exploration comic book lesson a lesson plan or project for teaching exploration va sol usi 4 history i	0
critical thinking in this presentation you will develop and enhance your ability to think critically ass information and develop reasoned argument in the context of the global challenge facing society today	0
slavery project lesson 1 recording sheet table to record information from the source	0
predict observe explain television music this worksheet is for student exploring music for television they watch a cartoon clip without the sound and predict what they would hear instrument pitch volume etc then they watch the same clip with the music and write down what they hear a comparison is then made and explanation written for similarity and difference	1
poetry project express yourself in this poetry project student will analyze write and respond to poetry study and identify literary device within poetry and complete an author study of a famous poet all assignment will be published in a complete project folder included here are 3 worksheet the detailed direction guiding student through the project and it component the response to poetry template which includes citation and response and the comic strip a visual form of responding to poetry the author study includes author s name and picture personal life professional life literary style or genre of poetry this poet is known for what make this author unique poem written by the author photocopy or printout this author study will be presented in an artistic way such a a collage poster comic strip powerpoint brochure mini-book newspaper article artifact box with explanation or student own idea	0
fiverr if you need a t-shirt design or a logo for you can find designer to design whatever you need starting at $ 5 00 this is a great resource for journalism teacher and anyone else enjoy	1
nga mobile maker this flash-based game from the national gallery of art is a simple and well-designed resource for introducing alexander calder and his iconic mobile place branch and shape and adjust size and color to make a work of art click balance and see it in motion to watch your mobile spin	1
black inventor video of black inventor	1
the daily life in ancient and modern greece student learn about the daily life in ancient greece playing role play pc game and comparing it with their life in modern greece	0
computer in the modern world lesson 3 ocr gcse computing welcome to ocr gcse computing this mooc massive open online course ha been created by the cambridge-based partnership of exam board ocr cambridge university press cup and the raspberry pi foundation the course is based on ocr s gcse computing curriculum and give participant an excellent opportunity to investigate how computer work how they are used and to develop computer programming and problem-solving skill the course ha been designed for 14-16 year old but is free and open to all and can be used either a a course or a resource to support teacher video focus computer in the modern world know what computer system are used for identify potential error in or with these system what to do when they go wrong for more information or resource please see the course through ocr mooc or connect with me on edmodo specification reference unit a 4 51 2 1 1 statement b	0
flexible flowchart war time food rationing this flexible flowchart address several methodology and strategy for addressing a topic in world history using issue raised in a discussion on wartime rationing student will investigate the issue idea ideal and event relevant to survival with the rationing of food learning activity wartime cooking video collection of british propaganda poster handout of weekly food ration food point website www historicalness or or exhibit or event or rationing_paper jog rationing account www bbc co uk or history or ww 2 people war or category or c 1 168 or index html history cookbook with option for formative and consummative assessment student engage in the curriculum by creating a wartime recipe using their ration card example of card can be found at developing the history cookbook ha a lot of information on how rationing worked sample of recipe and poster discussing issue with rationing from primary source or interview proposing a propaganda poster for food rationing and or or preparing a primary source based food journal this flexible flowchart offer a wide range of option for this particular investigative task	0
artist statement i like to student to create their own artist statement but they need seem to know what to say so this help walk them through the process plus it make my ela teacher happy and help my student for staar writing in 7th grade	1
