text	subject_id
real world application algebra i student will apply their understanding of polynomial and quadratic to better understand the making of a mirror for an astronomer telescope this resource is from the ck-12 library	0
advice with should ought to and had better modal 1 one point grammar lesson 2 6 8 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
introduction to scratch programming step-by-step guide to creating animation and simple game	0
interactive google document an interactive guide to the google document interface	1
religion introduction for religion education	1
shakespeare groundling show in this creative consummative assessment student form group and translate a scene from romeo and juliet or any other play by the bard into their preferred dialect of modern english i have seen the tomb scene alone performed by circus clown angst valley girl famous folk from vine com a well a light saber-wielding champion from the distant future guaranteed fun for all and an excellent way to check for understanding of plot mood theme language etc warning when assigning this project make it clear ahead of time whether or not you will accept project that have relied on sparknotes or other summary source i do not but the expectation must be clear from the very beginning or there can be tear	0
ticesl a youtube channel where you can find video about english grammar and festivity in english speaking country more video to come	0
scratch lesson 02 changing costume of a sprite in this second tutorial we do our very first bit of programming we are going to learn two different way of having our sprite change costume the first is a manual change you press a button the sprite change costume the second an automated change the sprite change costume until you stop the program scratch is a free educational programming language that wa developed by the lifelong kindergarten group at the massachusetts institute of technology mit scratch is designed to be fun educational and easy to learn it ha the tool for creating interactive story game art simulation and more scratch even ha it own paint editor and sound editor built-in you can find more information and the on line editor at if you have not tried it yet now the time start coding change the world	0
newseum digital classroom about the newseum digital classroom digital classroom resource flexible ready-to-teach lesson plan and handout standards-aligned content including common core integrated interactive that support medium literacy critical thinking skill and civic engagement hundred of primary source including historic front page photograph and newsreel video lesson and viewing guide extension activity idea this innovative website is a free cross-disciplinary classroom resource featuring interactive timeliness archival video and down loadable historic front page through our lens of historical connection medium literacy and civics comprehensive yet flexible lesson plan are designed for middle high school and college teacher and student primary source interactive video and lesson plan bring history journalism and the first amendment to life for student for a full description of standard addressed	0
plague threatens ecosystem infectious disease like plague don t just impact human they can spread and decimate animal population a well one scientist saw the impact of plague in prairie dog colony and among black footed ferret he questioned whether the scientific understanding of plague cycle and transmission wa accurate listen to learn what scientist discovered about plague and it larger impact on ecosystem about this resource this resource feature a real world public radio story listening comprehension question and classroom discussion theme about listen current listen current make it easy to bring authentic voice and compelling non-fiction story to the classroom we curate the best of public radio to keep teaching connected to the real world and build student listening skill at the same time for more information and teaching idea	1
heavy medal counting xtreme athlete in heavy medal counting student use real data on the medal won by their favorite xtreme sport hero to practice counting object to 20 when they finish they can practice again using data on another sporting hero this essential ha different edition for 6 xtreme sport hero including shaun white tony hawk and dave mirra	0
critical thinking in this presentation you will develop and enhance your ability to think critically ass information and develop reasoned argument in the context of the global challenge facing society today	1
the seven principle of the u constitution a powerpoint covering the seven principle of the u constitution	0
beary good helper bear themed classroom job display and clip chart 17 page this fun bear themed classroom job clip chart will help make classroom management a breeze just program a clothespin with each student name or number and rotate the clip around the chart each week a they change job so easy to manage you can even let the student do it for you print and laminate title header and desired job sheet assemble a shown in direction to use a a clip chart or cut apart card to use in a pocket chart or on a bulletin board if desired fully customizable includes a header just pick the job you want file includes these 36 job title and blank card not editable to add your own line leader -- -door holder pencil monitor -- -water bottle calendar -- -class captain clutter collector -- -errand runner pledge leader -- -light monitor caboose librarian tech expert -- -weather reporter lunch count -- -messenger phone monitor -- -paper passer paper collector -- -substitute pet helper -- -plant helper recycle helper -- -table washer tidy upper -- -supply monitor lunch box -- -assistant chair stacker -- -on vacation bathroom monitor -- -date stamper line counter -- -photographer snack helper -- -attendance if you need custom wording contact me and i will customize it for you at no additional charge editable slide available upon request overthrown be sure to check out my other themed classroom helper clip chart more coming soon use custom search classroom job chart in my shop	1
introduction to digital writing this presentation is a great introduction to digital writing for student it guide student through several example of digital writing and help them to understand that digital writing is writing that utilizes text hyper link graphic and video to remix and create a new kind of essay this resource is the pdf of the presentation however it also contains the link to the original google presentation so you can make a copy and edit the presentation for your student i have also included detailed speaker note with the pdf to help guide you through sharing this presentation with your class digital writing is directly aligned to several common core writing and reading standard see this link for more information	0
flocabulary i have a dream speech analysis lesson this is a link to a lesson plan found on the website flocabulary about martin luther king jr i have a dream speech the lesson plan focus on student finding and analyzing literary device used in the speech including rhetorical device and figurative language this is a great addition to a unit on analyzing speech	0
product investigation alessi product in this interactive elearning app the pupil will develop their independent inquiry skill through investigating and analyzing the iconic alessi kitchenware brand this resource is a self directed and highly interactive powerpoint app which contains supporting worksheet assessment criterion and exemplar student work from a range of ability	1
history of cuban-you s relation interactive time line with audio video image quiz question and text to help student explore the history relation between the cuba and the you s please see our other hstry resource for quick reference	0
comparing modal can v should v have to modal 2 one point grammar lesson 1 12 7 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
