text	subject_id
explore xbox production process explore phase of a pbl unit for linear programming	0
printable color puzzle game spanish this is a simple fun and interactive game to help earner practice their vocabulary in a fun and dynamic way they have to work together and compete against other team to put a puzzle back together and the only way they can do it is by practicing vocabulary how can i use it -as a fun review activity to do in pairs-as a way to practice color for new learners-as a learning station or learning center who is it for -novice level spanish students-students in grade 6-12 includes -2 page of content-detailed instruction and idea for use-printable puzzle cut and go	1
using the passive in speaking the passive one point grammar lesson 3 4 7 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
graph in the coordinate plane a sample application this video demonstrates a sample use of graph in the coordinate plane this resource is from the ck-12 library	0
kahoot english grammar quiz for elt or efl	1
design a book cover assignment student design their book cover keeping in mind colour image and font that represent the story package includes outline of cover assignment about the author write up outline rubric it is a creative way for student to represent their idea about their own story or story they have read thank you so much for your support and interest i hope you enjoy this resource please feel free to use it and improve it i m sure there are even more creative way it can be utilized so feel free to adapt it let me know what you came up with at or on instagram disbelieving this resource is intended for the purchaser to use within their personal classroom the fancy detail are below but you know how it is share with your student but send me being miss b a shout-out whenever you can grab my button at my blog	0
webcast and handout for teaching student how to use gimp this link will lead you to a web cast and handout for teaching student how to use gimp we used gimp to create gorgeous page for our school yearbook	0
science fair display board visual example of a science fair display board based on illinois junior science academy ouija rule i found it difficult to find an example for my student that had all the requirement i made my own example and will share with my student a a possible layout format form -- the abstract safety and endorsement form are stacked on top of each other at the top so the viewer can lift the page to access all of them this save space on the board for other material	0
spanish verb tense reference guide or booklet or chart looking for a way for student to have easy access to all the major tense and how to form them this fun reference guide for common spanish tense is in the format of a small passport or booklet it includes a reference guide for the pretense future simple imperative preterit and imperfect pluperfect preterit perfect future conditional subjunctive and future computes it come with a student version and answer key and lot of idea for use and practice with verb tense how can i use it a a review of major tense a a reference guide before major assessment a a teaching tool to complete throughout the year a a learning station or learning center who is it for intermediate level spanish student student in grade 6- 12 at the end of the lesson student will be able to conjugate verb in pretense future simple imperative preterit and imperfect pluperfect preterit perfect future conditional subjunctive and future computes includes 11 page of content detailed instruction and idea for use two 16-page booklet student version and answer key	1
career engineering ii this play list is for middle school student student work on the play list is self-directed and is intended to be assigned during the school break to encourage engagement and exploration of a potential career path in engineering	0
volcano powerpoint this engaging and vivid presentation cover the type of volcano and includes a web link to a cool volcano site	0
common spanish verb common spanish verb	1
random act of christmas kindness challenge board challenge your student or your own child to complete the rack activity on the challenge board during the time leading up to christmas	0
vocaroo recording embed format doe not support html 5 but it provides qr code	0
french vocabulary part of the human body crossword this pictorial crossword on part of the human body le party dew corp is for teacher and student alike who are interested in teaching or learning french direction fill in the grid with the corresponding french word for the 15 numbered part of the body based on the given image	1
destroyer a verb conjugation game practice conjugating any tense spanish this communicative game ha student conjugating verb and speaking to each other in the target language use it to practice with conjugating in any tense great to add to a lesson or a a review activity after playing student will feel confident about conjugating and even have fun in the process includes game and instruction how can i use it a practice at the end of a lesson on conjugating in a specific tense- a a review for student who have learned a tense in another course or lesson a a learning station or learning center who is it for student learning french or italian or spanish- student at any level student in grade 6-12at the end of the activity student will be able to -conjugate with confidence and ease includes -2 page of content-detailed instruction and idea for use-printable boardgames	1
self-assessment scale for student reflection chili pepper this fun self-assessment scale with chili pepper is a great way for student to reflect and self-evaluate how they are doing in their own learning how can i use it -attach to any lesson on activity-laminate and add to student desk for a quick check-in with this activity student will be able to -easily self-reflect on their learning-think about what they need to move to the next level of comprehension includes -1 page of content-detailed instruction and idea for use-self-assessment scale	1
fun economics growth question this is a series of testing question to stretch top student on the subject of economic growth	0
fun writing activity you make your student do work	0
french le art l esthétique de dalí for this activity student will interpret surrealist painting and a surrealist film by salvador dalí they will produce a piece of presentational writing based on the film	1
using er or more or le with adjective and adverb comparison one point grammar lesson 2 13 3 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
viola interactive learning file this file wa originally created in smartnotebook and is also available via smartexchange if you would like access to the smart notebook file connect and message me	0
conservation and the race to save biodiversity discover the wealth of option available in the vital race to protect biodiversity to learn more about this course and the california academy of science please visit	0
ultimate basketball multiplication 12x basketball team in the ultimate sport multiplcation series student use real data from their favorite sport and player to practice time table	0
subject pronoun dice and spinner for verb conjugation practice and game italian this download come with two product a subject pronoun dice and spinner these make it fun and easy to practice conjugating verb in any tense now any tedious verb exercise is turned into a game or into a speaking or writing activity how can i use it -for whole class activity and games-in group or partner practice activities-on it own or with an existing lesson or activity-as a learning station or learning center who is it for -students learning italian at any level-students in grade 6-12after using this activity student will be able to -conjugate verb in any tense for any subject with confidence and ease includes -3 page of content-detailed instruction and idea for use-ideas for game and activity to practice verb conjugation-subject pronoun dice-subject pronoun spinner	1
