text	subject_id
my massey research and mla bundle my massey research and mla bundlecomes packed with my editable file you can buy the whole ela bundle just look under my other product included word document completely editable 1 detailed ela lesson plan template to write your poetry lesson plan 2 free homework coupon for your student 3 how to incorporate transition element into your writing 4 learning the mla format through paraphrasing 5 learning the mla format through quoting 6 learning the mla format through summarizing 7 research project oral and visual powerpoint rubric	1
hobbit character concentration a one page smartboard game for the first chapter of the hobbit a good way to introduce your student to the character of the wharf kid will match a characteristic to the correct dwarf easy and fun	1
famous scientist social medium profile project this unit is designed to meet virginia sol standard a well a common core and next generation science standard student will gather relevant information from multiple source to construct a fake social medium profile page for a notable scientist the unit includes an introductory presentation a blank social medium profile template a project expectation page a rubric to evaluate the project the introductory presentation also includes 4 slide specifically for the teacher those slide are teacher implementation note standard alignment link to helpful resource link to google drive copy of all of the file mentioned above this unit is meant to be done by individual but could be used in small group the template is a presentation so student could use this a a running record of many famous scientist or the class could collaborate to make a social network of famous scientist the template is also designed to print on legal 8 5x 1 4 paper standard alignment virginia sol e 3 the student will investigate and understand the characteristic of earth and the solar system key concept include the history and contribution of space exploration common core cc ela-literacy rh 9-10 1 cite specific textual evidence to support analysis of primary and secondary source attending to such feature a the date and origin of the information cc ela-literacy rh 9-10 3 analyze in detail a series of event described in a text determine whether earlier event caused later one or simply preceded them cc ela-literacy rst 9-10 1 cite specific textual evidence to support analysis of science and technical text attending to the precise detail of explanation or description cc ela-literacy rst 9-10 2 determine the central idea or conclusion of a text trace the text explanation or depiction of a complex process phenomenon or concept provide an accurate summary of the text cc ela-literacy w 9-10 7 conduct short a well a more sustained research project to answer a question including a self-generated question or solve a problem narrow or broaden the inquiry when appropriate synthesize multiple source on the subject demonstrating understanding of the subject under investigation cc ela-literacy w 9-10 8 gather relevant information from multiple authoritative print and digital source using advanced search effectively ass the usefulness of each source in answering the research question integrate information into the text selectively to maintain the flow of idea avoiding plagiarism and following a standard format for citation next generation science es 3 c human impact on earth system scientist and engineer can make major contribution by developing technology that produce le pollution and waste and that preclude ecosystem degradation	1
using the present in speaking simple present and present progressive one point grammar lesson 2 1 10 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	1
beowulf paraphrasing and textual support group activity this handout guide student through a close reading of xxii beowulf seek grendel mother and xxiii beowulf fight with grendel mother student work with a group to paraphrase the first selection from beowulf the student group then completes an outline of the second selection from beowulf using textual evidence this activity help student understand beowulf a well a practice paraphrasing and finding textual support for their idea the handout includes link to the section of beowulf to be read and analyzed the handout can be edited to use with other section of beowulf a well	1
creating a trailer using i movie on the i pad teacher lesson plan creating i movie trailer with your student	0
preference with would rather and would prefer modal 1 one point grammar lesson 2 6 7 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	1
a long walk to water structured note chapter 4-6 evidence based writing for the el module a long walk to water student will write a gist statement on chapter 4-6 answer 3 text-based question use the focus question graphic organizer to answer a focus question that requires direct evidence from the text	1
eat up fast food restaurant in eat up student use real data from popular restaurant to practice adding and subtracting within 1000 and solving multi step word problem with and without fraction a pediatric nutritionist they have to determine the healthiest option based on the menu this performance task ha different edition for 8 fast food restaurant including mcdonald taco bell and burger king	0
introduction to touch typing before you teach student how to touch type have them color code the keyboard so that they can discover the keyboarding pattern and understand the rationale behind using correct finger position	0
corrective make-up some corrective tip and trick when making up face	0
ozymandias worksheet student will analyze percy bysshe shelley poem ozymandias this worksheet also help student understand the idea of hubris and serf to bridge to chinua achebe thing fall apart	1
ebook blitz in e-book blitz student use real information on their favorite book series to practice persuasive reading and writing a marketing manager for a publishing company they have to review marketing email and information on the book series in order to write a marketing email promoting the e-book version of the book series they gather relevant information and present on the benefit of e-books before writing their final marketing email the task end with the opportunity to develop persuasive writing in several different way this performance task ha edition for 6 different book series including the hunger game divergent and hero of olympus	1
what is a sentence sentence pattern one point grammar lesson 1 14 1 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	1
