text	subject_id
learn by doing mystery force experiement want to create a discovery moment an exceptional resource to build schema for understanding basic physical property and relationship a well a an introductory lesson on gravity and the solar system the lesson is fully developed with standard resource material and supplement check out siemens science	0
misleading hotel ad this power point is a series of photo all given proper url credit showing how photography editing and staging can be used to mislead people when booking hotel i use it to teach my student to think critically when looking at photo video and various type of advertising i then have student gather evidence of ad they find misleading and explain the strategy used finally they create a misleading advertisement for a vacation trip to krakatoa in the novel the 21 balloon though the topic can be anything you would like student who create misleading ad are much better at spotting them in real life	0
common core performance task expression this is a worksheet that allow student to write complete sentence a well a explain each task a they perform it this is a common core style created worksheet to help your student show mastery of solving linear expression and inequality grade 8-11 can complete these 4 task at different level	0
etymology for 3rd lesson for video pack to support ccssra 4 includes prefix suffix literal or non-literal meaning idiom multiple meaning word and connotation use with video at clip art courtesy of	0
baseline test for grade 7 and 8 online quiz baseline test for grade 7 and 8 your student will receive complete report in their email this report show user response and correct answer	0
element 4d augmented reality app for chemistry use this free resource to help your student experience the element the website also provides free lesson plan for elementary middle and high school	0
project restoration stem or pbl rarely do student have the opportunity to create something from scratch while learning state standard this project from lab 2 07 asks student to create a city trash it and re-imagine it original designed for a basic environmental science class this project wa used very successfully in ape last year this project is my baby a favorite of student presented at a pbl conference by both me and my student and getting better with tweaking note this project could easily be cross-curricular to hear my conference talk about the project and view example of student work checkout project objective student will write the rise and fall history of a fictional industrial city student will identify environmental damage associated with a particular industry student will create an environmental restoration plan student will investigate the principal of smart growth student will design and create a scale drawing of their city student will learn about nonrenewable source of energy student will propose an energy plan based on 3 source of renewable energy student will become familiar with the concept of a smart grid student will design and draw the blueprint for a passive house with at least 7 green design feature student will devise a plan for attracting people and business back to their revitalized city student will pitch their plan for their city in a presentation download includes project introduction opening powerpoint with embedded video and rubric for each of the 6 product if you have any question please do not hesitate to contact me directly	0
digital cookie decision state in digital cookie decision student use girl scout cookie data to practice comparing linear function writing linear function and interpreting slope a troop leader they must develop a plan to integrate digital sale and determine if it is the right fit this performance task ha different edition for all 50 state	0
chinese zodiac-the 12 animal part i chinese ha it is own zodiac comprised of 12 animal just like the 12 sign in western astrology the animal are illustrated in chinese calligraphy chinese brush the shape of the animal are very similar to the character used nowadays	0
a modest proposal writing prompt write a modern day modest proposal	0
positive statement with the present progressive present progressive one point grammar lesson 1 7 1 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
onomatopoeia video a fun music video to help student understand this literary term	0
the big boom preview this is a free preview of a full-length video one two three big boom volcano travel to hawaii and visit an active volcano demolition watch an expert demolition team implode a 22-story building sonic boom watch jet that fly faster than the speed of sound discover how sound wave work and how your ear hear my 3 1 or 2 year old grandson rented this movie from the library i can not tell you how many time this wa watched in a week my husband loved it so much we had to buy one it is a great movie for kid and adult alike customer review the big boom is part of the award-winning big adventure series from little mammoth medium	0
kodu programming lesson 3 creating a 2-player battle arena game	1
from edmodocon 2015 general edmodo debate timeline this is a supporting document for the edmodocon 2015 presentation on using edmodo a a platform for debate collective curriculum sparking discussion across subject area	0
movie poster maker literary analysis project objective student will create a movie poster that show the different element of a novel each line in the poster highlight different literary element of the book this is a step-by-step instructional guide fro creating the movie poster if you could take the time to rate the resource it would be much appreciated thanks	0
edmodo expert group conversation about emily dickinson poetry pdf version student work in expert group to read and analyze poetry by emily dickinson the activity includes link to the poem on line version and discussion question for seven student group the activity is designed to be completed utilizing edmodo small group however it can be modified to be used without the technology student will read analyze and respond to question about their poem and then they will present their finding to the class at the end of this activity student will have read and discussed seven different poem by emily dickinson this activity wa originally created in google doc to be used digitally with student this is the pdf version	0
q and a google drive share setting within a domain or department our first q and a you ask the question i will try and answer that question for you one of our viewer asked about the various share setting available within google apps and in specific those to share file within a domain or department we look at the different option available and i will give you a brief explanation a to what they mean	0
to kill a mockingbird structured note chapter 29-31 the structured note for to kill a mockingbird follow the format of writing a gist or summary statement for the chapter answering a focus question that requires direct evidence or quote from the novel and answering 3 multiple choice question that are text-based and require the student to utilize the novel the student can use the gathering evidence organizer that i have for free on my page or any other form of organizer that you would like them to use	0
common core algebra i unit 5 system of linear equation and inequality this 8 lesson unit concentrate on the solution to linear system of equation the fundamental notion of solution to a system is introduced by solving the system graphically a review of solving system of substitution is included the method elimination is then developed by using property of equality to manipulate equation extensive modeling example are included both for system of linear equation and system of linear inequality to access the lesson video on youtube use your smart phone or tablet to scan the qr code at the top of each lesson	0
walk forward turn right and try again ton of resource including website app research article and lesson idea on how to integrate coding into the elementary classroom this product continues to grow a coding becomes more popular in school	1
family first wellness this is a wellness project to help student work through life struggle they create flower of wellness and a pot that ha been broken and taped back together student write thing that tear family apart and hold family together on the pot	0
bel orientation our on line course help	0
pizza for lunch pizza joint in pizza for lunch student use the cost of franchise pizza to practice finding unit rate and writing and solving equation and inequality a the pizza franchise manager they have to determine the cost and logistical implication of providing pizza lunch to school this performance task ha different edition for 5 popular pizza restaurant including domino papa john and little caesar	0
rube goldberg project student can research rube goldberg and his cartoon design and build a rube goldberg type project	0
teaching binary using cup a simple and fun way to introduce binary to student i came up with this idea back in 2013 and have had some great response i have created instruction to create your own binary cup	1
german vocabulary greeting crossword this pictorial crossword on greeting die begr and muumuu and selig gnu is for teacher and student alike who are interested in teaching or learning german direction fill in the grid with the corresponding german word for the given picture clue answer are included download and have fun	0
