text	subject_id
tag question sentence pattern one point grammar lesson 2 14 6 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
app-static iv app category in apptastic iv student use real data from the android app store for their favorite category of app to practice multiplying with multi digit number ending in zero and finding fraction with denominator 10 a app developer student have to use the data to analyze which type of app in the category are the most successful	0
secondary storage lesson 13 ocr gcse computing welcome to ocr gcse computing this mooc massive open online course ha been created by the cambridge-based partnership of exam board ocr cambridge university press cup and the raspberry pi foundation the course is based on ocr gcse computing curriculum and give participant an excellent opportunity to investigate how computer work how they are used and to develop computer programming and problem-solving skill the course ha been designed for 14-16 year old but is free and open to all and can be used either a a course or a resource to support teacher video focus secondary storage explain the need for internal and removable storage describe common storage technology such a optical magnetic and solid state drive select suitable storage device and storage medium for a given application and justify their choice using characteristic such a capacity speed portability durability and reliability for more information or resource please see the course through ocr mooc or connect with me on edmodo specification reference unit a 4 51 2 1 2 statement s and t	0
science interactives annenberg learner ha many interactive that can be used for student of many grade level	0
chemical bonding in chemistry pamphlet foldable the chemical bonding in chemistry focus on molecular bonding predominantly discussed in chemistry covalent ionic and metallic bond are defined the student draw picture of how the electron interact between the atom the octet rule along with the storing and releasing of energy are also presented this foldable will fit inside a composition notebook you can print it on a single sheet of paper double sided	0
bare infinitive a object gerund and to infinitive one point grammar lesson 3 11 9 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
jr high school musical in jr high school musical student use data from stage play and musical to practice identifying fraction a part of a whole generating simple equivalent fraction and telling and writing time to the nearest minute a director they must analyze their cast list and create a schedule for their play performance this performance task ha different edition for 8 popular musical including annie into the wood beauty and the beast seussical and mary poppins	0
a web mix of eh question song and related resource it is a symbolical web mix with song related to each eh question a list of eh question with translation and image and a music dictionary	0
bring a pilgrim to life when studying chaucer canterbury tale i like to end the it by assigning this project to my student it is so simple yet brings everything together for my student a they research their respective pilgrim the food music dress custom mannerism etc and delivers how they see their pilgrim a well a chaucer actual perception of the pilgrim it is also great fun a student perform in front of the class	0
graph a function from a rule an explanation of the concept this video provides an explanation of the concept of graphing a function from a rule this resource is from the ck-12 library	0
preposition quiz 1 grammar english preposition quiz 1 level b 1 -b 2	0
practice workheet grade 7 number patter this can be used to practice about number pattern especially for grade 7 student	0
community interview grading matrix this is a grading matrix that can be used when student interview a they create a classroom economy this is one of a series of linked material all will contain the title community	0
mangahigh mangahigh is game-based learning site for common core and advanced math that will engage your student in learning there are app available in the edmodo app store a well	0
traveler check math country in traveler check student use international financial and measurement conversion to practice describing and constructing linear function from table word and graph a photojournalist they are tasked with determining how to calculate conversion on the go including the best option for cell phone service on their trip this performance task ha edition for 10 different country including the united kingdom russia and norway	0
irregular verb list here is a list of 76 irregular verb in english translated into spanish and ordered according to form not in alphabetical order much easier to remember it is a word document so just download and edit if the translation doe not match your language	0
mangahigh you can have your whole class on here or just one student to track progress assign topic and more bonus kid love to play the game	0
creating a paperless classroom a controversial yet necessary topic for modern educator	0
carbon cycle game excellent resource for showing how carbon move through the environment if you need a lab or activity sheet for your student look for carbon incredible journey this is suitable for middle and high school science student learning about ecology and the environment	0
croatia the county of croatia flog	0
force energy and work infographic elesapiens is a collection of digital educational resource in science and the humanity in line with the curriculum for child between 7 and 13 it content combine cartoon and entertainment with quality teaching learning is encouraged through video game experiment and project pbl want more curricular focus of this resource force and energy this poster show the existing difference between force energy and work concept that are commonly misunderstood it can be printed a a visual reinforcement for the student ng alignment p 2 -2 make observation and or or measurement of an object motion to provide evidence that a pattern can be used to predict future motion ms- p 2 -2 plan an investigation to provide evidence that the change in an object motion depends on the sum of the force on the object and the mass of the object	0
